id,title,description,video_url,download_url,google_drive_url,thumbnail_url,duration,release_date,genre,language,quality,required_packages,created_at,updated_at,views,is_active,is_adult,adult_category,rating,cast_list,director,search_keywords,content_purchase_enabled,content_price,content_price_days,content_purchase_packages,video_embed_code
0ce1afd2-7f4a-4961-8c39-934fff463830,Diablo,,"https://iframe.mediadelivery.net/play/155292/3263271a-44b2-44dd-b2c0-6de64d2eebe3,https://iframe.mediadelivery.net/play/155292/cdb11797-d09a-4744-880b-2b7c85ce0dcb",,,https://swahiliplay.com/wp-content/uploads/2024/07/Dhoom_3_Film_Poster-237x169.jpg,,,,,,,2026-06-26 01:16:43.838+00,2026-06-26 01:16:43.838+00,1,true,,,,,,,,,,,
0e7ec4e0-9adf-4b00-bda7-7bf4e0cf0d77,Gladiator Underground,,"https://iframe.mediadelivery.net/play/155292/564bdd2e-6cc6-443f-,https://iframe.mediadelivery.net/play/155292/2484259d-bac0-49c3-bd0f-d125a1104cff",,,https://swahiliplay.com/wp-content/uploads/2025/03/MV5BZjQ3NDM4YmQtMDU0Zi00N2RiLWIzYzQtNmU1ZTMyODIzYzgxXkEyXkFqcGc@._V1_FMjpg_UX1000_-300x169.jpg,,,,,,,2026-06-26 01:05:01.983+00,2026-06-26 01:05:01.983+00,0,true,,,,,,,,,,,
109c49d3-ee4c-490c-a0d2-0c1c04d408c1,Stand your Ground,,https://iframe.mediadelivery.net/play/155292/6c2fa7d2-01fb-40bd-89f8-fbf87e2925a2,,,https://swahiliplay.com/wp-content/uploads/2025/08/MV5BODA5Y2M0NjctNWQzMy00ODRhLWE0MzUtYmE1YTAzZjYyYmQyXkEyXkFqcGc@._V1_FMjpg_UX1000_-300x169.jpg,,,,,,,2026-06-26 01:16:43.837+00,2026-06-26 01:16:43.837+00,0,true,,,,,,,,,,,
10e547a7-aa78-4e13-b1bb-2e2681181c52,11 Rebels,,https://iframe.mediadelivery.net/play/155292/ca5a9118-88a3-4326-93f8-cd682361aeb3,,,https://swahiliplay.com/wp-content/uploads/2025/07/MV5BMGE5MTIxZDQtNGM0OS00NmU5LWFkZmYtMzRlZGJjOWI1ZmNmXkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:05:01.983+00,2026-06-26 01:05:01.983+00,0,true,,,,,,,,,,,
112dbe22-9c4a-4f46-baab-404e0b71cf8b,Upgrade,,https://iframe.mediadelivery.net/play/155292/5bdfd3e1-642b-4b04-b92f-32d1543d4602,,,https://swahiliplay.com/wp-content/uploads/2024/09/images-2024-09-29T090208.207-300x169.jpeg,,,,,,,2026-06-26 01:16:43.84+00,2026-06-26 01:16:43.84+00,3,true,,,,,,,,,,,
11a028f3-e707-46f8-8b51-3bbd37b6f403,The Jurassic Games Extinction,,https://iframe.mediadelivery.net/play/155292/9acaafda-35c3-44ef-9efc-188e0ab94ddf,,,https://swahiliplay.com/wp-content/uploads/2025/06/MV5BNGQ0ODdlZmUtNDJlZi00ODRmLTk0MTktN2UxMWYzOTBhM2UyXkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.83+00,2026-06-26 01:16:43.83+00,1,true,,,,,,,,,,,
138e249a-880a-402c-9665-14d5473eaf12,The Long Walk,,https://iframe.mediadelivery.net/play/155292/a4b736ec-ca8e-4c58-b690-f71023ef849d,,,https://swahiliplay.com/wp-content/uploads/2025/02/images-2-193x169.jpg,,,,,,,2026-06-26 01:16:43.83+00,2026-06-26 01:16:43.83+00,0,true,,,,,,,,,,,
13a3f8cf-938a-4d44-9179-b991041f6b22,Felix and The Hidden Treasure,,https://iframe.mediadelivery.net/play/155292/ea5d9b9f-475f-4315-ac6d-9819010ef2d0,,,https://swahiliplay.com/wp-content/uploads/2024/08/Incredibles_2_2018_animated_film-259x169.jpg,,,,,,,2026-06-26 01:16:43.87+00,2026-06-26 01:16:43.87+00,24,true,,,,,,,,,,,
162fc912-3b36-4808-a212-3bd8fc09ebe6,Game Changer,,https://iframe.mediadelivery.net/play/155292/58d60a85-ef9c-4646-8ff3-5827b07357fe,,,https://swahiliplay.com/wp-content/uploads/2025/07/MV5BOGUwNzQwMzYtZTkyYi00OTM3LWJiOGEtNzVkN2UxOGZlMmE3XkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.833+00,2026-06-26 01:16:43.833+00,1,true,,,,,,,,,,,
16c6934a-b80b-4c7f-86e2-b113b4ab1ce3,Utopia,,https://iframe.mediadelivery.net/play/155292/f2532045-0f00-4bb4-87fa-1227a7a3156d,,,https://swahiliplay.com/wp-content/uploads/2024/09/images-2024-09-10T091922.732-300x169.jpeg,,,,,,,2026-06-26 01:16:43.849+00,2026-06-26 01:16:43.849+00,10,true,,,,,,,,,,,
1874e74c-1765-4f8f-a128-daa0ed79b47e,Thunderbolts,,https://iframe.mediadelivery.net/play/155292/6f50dd95-476a-489a-9e85-3347c57e5586,,,https://swahiliplay.com/wp-content/uploads/2024/08/images-2024-08-21T135633.285-300x169.jpeg,,,,,,,2026-06-26 01:16:43.826+00,2026-06-26 01:16:43.826+00,0,true,,,,,,,,,,,
18940157-5ec9-4401-96f8-90413e32ccf8,The Internship,,https://iframe.mediadelivery.net/play/155292/a4828a3c-54bf-4ebd-b3ef-4fcb79e9f9e7,,,https://swahiliplay.com/wp-content/uploads/2025/08/images-185x169.jpg,,,,,,,2026-06-26 01:16:43.826+00,2026-06-26 01:16:43.826+00,2,true,,,,,,,,,,,
1ab7b848-ff1d-48ad-a1e3-d1aa3d796995,Buried Alive and Survived,,https://iframe.mediadelivery.net/play/155292/4a653f9d-1403-40c7-a1ca-4400202997c0,,,https://swahiliplay.com/wp-content/uploads/2024/09/images-2024-09-02T022858.236-300x169.jpeg,,,,,,,2026-06-26 01:16:43.849+00,2026-06-26 01:16:43.849+00,9,true,,,,,,,,,,,
1b07ca3b-c892-4b8a-896d-156f17f1b26f,Mr Bones 3 Son Of Bones,,https://iframe.mediadelivery.net/play/155292/732679ac-b780-410f-b75d-374dffbbd8c8,,,https://swahiliplay.com/wp-content/uploads/2026/01/MV5BY2IzMTA4ZWUtNDY4MC00ZTNkLTkxMWUtOTk4YmNhMmQ1M2UyXkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.84+00,2026-06-26 01:16:43.84+00,1,true,,,,,,,,,,,
1b3b0ef1-63c7-4888-a6d4-df825fb40f25,Paddington in Peru,,https://iframe.mediadelivery.net/play/155292/20d3a007-6d58-4143-afc3-b53255706a33,,,https://swahiliplay.com/wp-content/uploads/2025/03/MV5BZWMyODZlZTktNWE0Ny00YzUzLWFkOTQtZjFjYjA5ZWMyZmU0XkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.87+00,2026-06-26 01:16:43.87+00,6,true,,,,,,,,,,,
1bc9c8b6-5cae-48f1-9508-6fb8c33cd2f8,Shadow Force,,https://iframe.mediadelivery.net/play/155292/bde45d25-32bb-44cc-b00b-945ea7423c7d,,,https://swahiliplay.com/wp-content/uploads/2025/10/MV5BMzY1NDJhOTQtNzhiYS00YWMzLWIxYWItM2NiYjMzYjZiZTRhXkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.838+00,2026-06-26 01:16:43.838+00,0,true,,,,,,,,,,,
1ca07165-a7bb-4b4a-8f06-7ff0c821e6a9,Ihostage,,https://iframe.mediadelivery.net/play/155292/df5c111c-368f-4e8d-b6d3-0d88dad6b103,,,https://swahiliplay.com/wp-content/uploads/2024/09/images-2024-09-07T234628.150-300x169.jpeg,,,,,,,2026-06-26 01:16:43.839+00,2026-06-26 01:16:43.839+00,7,true,,,,,,,,,,,
1d42c210-0593-44ab-816a-b4f014a4f74f,Panda Bear in Africa,,https://iframe.mediadelivery.net/play/155292/d67dd030-37c5-4ac2-8273-8c80c6c7562d,,,https://swahiliplay.com/wp-content/uploads/2025/08/MV5BODA5Y2M0NjctNWQzMy00ODRhLWE0MzUtYmE1YTAzZjYyYmQyXkEyXkFqcGc@._V1_FMjpg_UX1000_-300x169.jpg,,,,,,,2026-06-26 01:16:43.87+00,2026-06-26 01:16:43.87+00,19,true,,,,,,,,,,,
1fe7748a-d19c-46a3-9063-9b8949eec187,Salmankhan,,https://iframe.mediadelivery.net/play/155292/827825b4-1aed-4e06-adfe-c7ac64c89efd,,,https://swahiliplay.com/wp-content/uploads/2024/08/Trigger_Warning-220x169.jpg,,,,,,,2026-06-26 01:16:43.843+00,2026-06-26 01:16:43.843+00,2,true,,,,,,,,,,,
1RNnWadCNE2IinG50Vc4,dogo aliemla mwalimu,dogo wa miaka 16,https://iframe.mediadelivery.net/play/555904/55105109-3b6e-4acd-b2c3-c61aabb88382,https://vz-d9bb3b5b-3a4.b-cdn.net/55105109-3b6e-4acd-b2c3-c61aabb88382/original,,https://i.ibb.co/Ndj2q2Vf/Whats-App-Image-2025-12-06-at-11-21-48-e9f21da3.jpg,0,2026-05-02 00:00:00+00,[],sw,"[""HD""]",[],2026-05-02 08:49:46.672+00,2026-07-19 23:40:16.131+00,74,true,true,zilizovuja,0,[],,[],true,2000,3,[],
1udXe8asV9rW3Ao7E5I2,"War 2 ","War 2 (2025) inahusu ajenti Kabir Dhaliwal (Hrithik Roshan) ambaye anajiunga kwa siri na kundi la wahalifu la kimataifa, Kali, ili kuwalipua kutoka ndani, huku akionekana kama msaliti kwa serikali ya India.

RAW inamtuma afisa wao bora, Vikram Chelapathi (Jr. NTR), ajenti wa vitengo maalum na rafiki wa utotoni wa Kabir, ili kumwinda. Mbio za paka na panya huanza duniani kote zikiwa zimejaa mapigano ya kutisha, ambapo mipango mingi ya siri inafichuliwa.


Inaonyesha msingi wa urafiki na uhasama wa Kabir na Vikram na jinsi wote wanavyoishia kupigana dhidi ya maadui wa kweli. Mwishowe, Kabir na Vikram wanaungana kwa siri, huku ulimwengu ukiwaamini kuwa mmoja ni msaliti na mwingine amekufa, ili kuhakikisha usalama wa India.",https://iframe.mediadelivery.net/play/554297/9151dafa-66ec-4dd1-a2fc-60052a4d2112,https://vz-12176983-62c.b-cdn.net/9151dafa-66ec-4dd1-a2fc-60052a4d2112/original,,https://vz-12176983-62c.b-cdn.net/9151dafa-66ec-4dd1-a2fc-60052a4d2112/thumbnail_1accee17.jpg,120,2025-12-07 00:00:00+00,"[""Action"",""Thriller""]",en,"[""HD""]","[""CHUMA"",""FEDHA"",""ALMASI"",""MALKIA"",""DHAHABU""]",2024-01-01 00:00:00+00,,151,true,false,,0,[],	Ayan Mukerji,[],false,,30,[],
201baed5-d538-47db-b5de-8e7b42b8ab02,Crocodile Swarm,,https://iframe.mediadelivery.net/play/155292/90318d06-040e-48bc-adb9-7d33371eac1c,,,https://swahiliplay.com/wp-content/uploads/2024/08/images-92-300x169.jpeg,,,,,,,2026-06-26 01:16:43.84+00,2026-06-26 01:16:43.84+00,4,true,,,,,,,,,,,
219a4ba6-cce2-4548-b42b-8c0818533a7a,Fight or Flight,,https://iframe.mediadelivery.net/play/155292/64281f74-5cc2-4a87-b5d8-4dffeaf6f367,,,https://swahiliplay.com/wp-content/uploads/2025/02/images-1-1-194x169.jpg,,,,,,,2026-06-26 01:16:43.843+00,2026-06-26 01:16:43.843+00,6,true,,,,,,,,,,,
21f03d29-3536-43af-abfd-c171b60828bd,Flight Risk,,https://iframe.mediadelivery.net/play/155292/b375aa43-9ffe-4daf-a6c3-135cc7c5d8a5,,,https://swahiliplay.com/wp-content/uploads/2025/03/MV5BYzA4ZmI0ODEtOTFkZi00YjQ1LThlM2EtMmU3MjY1MzNmMDkwXkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.847+00,2026-06-26 01:16:43.847+00,5,true,,,,,,,,,,,
2395f660-bdc1-4795-8e30-e7564cd7ea69,Ad Vitam,,https://iframe.mediadelivery.net/play/155292/97e5c82f-466c-4d57-95e8-fccf77bead14,,,https://swahiliplay.com/wp-content/uploads/2024/12/MV5BODY2MTAzOTQ4M15BMl5BanBnXkFtZTgwNzg5MTE0MjI@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.848+00,2026-06-26 01:16:43.848+00,33,true,,,,,,,,,,,
2614439d-67ef-4391-a3c0-06a822dcc57c,Astro Boy 1,"Astro Boy ni animation inayomuhusu mtoto roboti mwenye nguvu za kipekee aliyeundwa na mwanasayansi baada ya kumpoteza mwanawe. Astro Boy hutumia uwezo wake kupambana na uhalifu, kulinda binadamu na roboti, na kuleta amani katika dunia ya teknolojia ya hali ya juu


",https://iframe.mediadelivery.net/embed/552231/470366b0-a17e-4f52-88da-3414e5e94d2f,https://vz-efe8986b-460.b-cdn.net/470366b0-a17e-4f52-88da-3414e5e94d2f/play_240p.mp4,,https://i.ibb.co/j9mfvsYs/Astro-boy-ver7.jpg,,,"[""Animation""]",en,"[""HD""]","[""FEDHA"",""CHUMA"",""DHAHABU"",""MALKIA"",""ALMASI""]",2026-05-21 21:16:13.966+00,2026-05-22 13:43:49.187+00,135,true,false,,0,[],,[],false,0,30,[],
2633a5e7-d4cb-41a6-b0e2-9626a9ba4312,Brick,,"https://iframe.mediadelivery.net/play/155292/138bfa37-7781-46ac-8d5b-35550b571a71,https://iframe.mediadelivery.net/play/155292/b59c8286-43ac-4b97-86c2-4bceecaadf26",,,https://swahiliplay.com/wp-content/uploads/2025/07/MV5BNjUzMjhkZjktNTU5Mi00MzhmLWJhMTQtZjhkYjczOTEzM2M5XkEyXkFqcGc@._V1_FMjpg_UX1000_-300x169.jpg,,,,,,,2026-06-26 01:16:43.837+00,2026-06-26 01:16:43.837+00,0,true,,,,,,,,,,,
2830ba94-3df8-4865-9940-4b3e5de9f429,Day of Reckoning,,"https://iframe.mediadelivery.net/play/155292/92ddaf23-2abc-4f2f-82bc-573550fdcbd5,https://iframe.mediadelivery.net/play/155292/69b002bc-b450-4dce-bfb2-9d53edecb7b1",,,https://swahiliplay.com/wp-content/uploads/2025/08/MV5BYTgyYTkyODktNjkwMC00ZmNlLWE1NDItZjRkZDQ2ZDBhZjA5XkEyXkFqcGc@._V1_FMjpg_UX1000_-300x169.jpg,,,,,,,2026-06-26 01:16:43.838+00,2026-06-26 01:16:43.838+00,0,true,,,,,,,,,,,
283c33ce-4dca-4fce-a5fb-bf4bd205611d,Den of Thieves 2: Pantera,,https://iframe.mediadelivery.net/play/155292/d4c396fd-a01a-423e-8fdf-b40b7458e081,,,https://swahiliplay.com/wp-content/uploads/2024/11/images-2024-11-17T183657.042-300x169.jpeg,,,,,,,2026-06-26 01:16:43.848+00,2026-06-26 01:16:43.848+00,6,true,,,,,,,,,,,
2a079f7b-eced-4e29-a95b-d1e45057fa2d,Pets on a Train,,https://iframe.mediadelivery.net/play/155292/6011567d-a1ad-4884-8191-8318bffdf07e,,,https://swahiliplay.com/wp-content/uploads/2024/08/81MyZZaQFUL._AC_UF10001000_QL80_-300x169.jpg,,,,,,,2026-06-26 01:16:43.87+00,2026-06-26 01:16:43.87+00,9,true,,,,,,,,,,,
2a2fc562-e10a-4ccf-9514-a44377c6c024,mama amina,,https://iframe.mediadelivery.net/play/555904/9892bcec-356d-4204-9c86-7dde719458d4,https://vz-d9bb3b5b-3a4.b-cdn.net/9892bcec-356d-4204-9c86-7dde719458d4/original,,https://i.ibb.co/wFCqZX79/bg-1.webp,0,2026-05-05 00:00:00+00,[],sw,"[""HD""]",[],2026-05-05 22:10:16.646+00,2026-05-23 12:03:29.78+00,43,true,true,zilizovuja,0,[],,[],true,2000,3,[],
2CnmLegKzLcVNcpaN27L,Martyrs 2,"ni filamu ya kutisha inayomfuata msichana aliyeteswa utotoni anayerudi kulipiza kisasi dhidi ya waliomuumiza. Safari yake inageuka kuwa ya kikatili zaidi wakati siri ya kundi linalofanya majaribio ya kinyama kwa binadamu inafichuka, ikileta mateso ya hali ya juu.",https://iframe.mediadelivery.net/play/552231/21ecfb4c-2c84-4f0c-acf5-626d26d7e623,https://vz-efe8986b-460.b-cdn.net/21ecfb4c-2c84-4f0c-acf5-626d26d7e623/play_480p.mp4,,https://upload.wikimedia.org/wikipedia/en/d/da/Martyrs_tp01.jpg,48,,"[""Horror"",""Thriller""]",en,"[""HD""]","[""FEDHA"",""CHUMA"",""DHAHABU"",""MALKIA"",""ALMASI""]",2024-01-01 00:00:00+00,,43,true,false,,0,[],Pascal Laugier,"[""aliyeteswa"",""almasi"",""anayerudi"",""binadamu"",""chuma"",""dhahabu"",""dhidi"",""en"",""fedha"",""filamu"",""hali"",""horror"",""ikileta"",""inafichuka"",""inageuka"",""inayomfuata"",""juu"",""kikatili"",""kinyama"",""kisasi"",""kulipiza"",""kundi"",""kutisha"",""kuwa"",""laugier"",""linalofanya"",""majaribio"",""malkia"",""martyrs"",""martyrs 2"",""mateso"",""msichana"",""ni"",""pascal"",""pascal laugier"",""safari"",""siri"",""thriller"",""utotoni"",""wakati"",""waliomuumiza"",""yake"",""zaidi""]",false,,30,[],
2Ct5HvpJ61CtU9FxNEHu,VIDEO  ZA WAKUBWA,TAZAMA HAPA ZIPO KAMA ZOTE,https://www.rahapremium.com/adult,https://infotonystarmode-ui.github.io/Video/,,https://i.ibb.co/PGkr9LvJ/bg-123x300.webp,0,2026-05-05 00:00:00+00,[],sw,"[""HD""]",[],2026-07-31 01:31:21.774392+00,2026-05-05 23:17:31.884+00,51,true,true,ngono,0,[],,[],true,4000,1,[],
2d583094-00ef-46a8-9a21-935a0fa237d9,Hostile Takeover,,https://iframe.mediadelivery.net/play/155292/84a7dca5-e957-45ae-b70a-9c32f62c6823,,,https://swahiliplay.com/wp-content/uploads/2025/11/MV5BNzMzMDdiNjctODMxOS00MWVjLWI2ZjYtMDVkYmM0NTIxZDhkXkEyXkFqcGc@._V1_FMjpg_UX1000_-300x169.jpg,,,,,,,2026-06-26 01:16:43.832+00,2026-06-26 01:16:43.832+00,0,true,,,,,,,,,,,
2d6c2c66-7e81-4dfb-9f16-e186663c0688,A Line of Fire,,"https://iframe.mediadelivery.net/play/155292/99c8458f-9a67-46a0-b27a-2c58a740fed6,https://iframe.mediadelivery.net/play/155292/e72a581c-12cb-4e03-ae93-a1ebcb7d07fa",,,https://swahiliplay.com/wp-content/uploads/2025/04/download-23-184x169.jpg,,,,,,,2026-06-26 01:16:43.83+00,2026-06-26 01:16:43.83+00,0,true,,,,,,,,,,,
2eOt65UAqP40LTSFOT6x,anko t 2,daah,https://iframe.mediadelivery.net/play/555904/52639ebb-948a-460c-b861-b73e411d56a1,https://vz-d9bb3b5b-3a4.b-cdn.net/52639ebb-948a-460c-b861-b73e411d56a1/original,,https://i.ibb.co/99Hr36Mr/images.jpg,0,2026-05-02 00:00:00+00,[],sw,"[""HD""]",[],2026-05-02 08:51:26.11+00,2026-05-23 12:05:04.086+00,29,true,true,zilizovuja,0,[],,[],true,2000,3,[],
2f298bef-0f7a-4ae9-90fd-53a14ff65552,Agents,,https://iframe.mediadelivery.net/play/155292/7e065f48-8d15-43cd-8264-c6d9fc4417e0,,,https://swahiliplay.com/wp-content/uploads/2024/08/images-76-300x169.jpeg,,,,,,,2026-06-26 01:16:43.84+00,2026-06-26 01:16:43.84+00,1,true,,,,,,,,,,,
2i9jnPTHs1c5LVi1TZPC,Prisoner of War,"ni filamu ya vita inayomfuata askari aliyeangukia mikononi mwa adui baada ya shambulio lisilotarajiwa. Akitengwa na timu yake, analazimika kupambana na mateso, usaliti na kukata tamaa ili kupata uhuru na kufichua siri nzito za kijeshi.",https://iframe.mediadelivery.net/play/552231/9bdde697-ab62-47a8-938f-23e3633e37c7,https://vz-efe8986b-460.b-cdn.net/9bdde697-ab62-47a8-938f-23e3633e37c7/play_360p.mp4,,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgJf_JSJ_yyZK88zvP-YAv7m4djfCNY1PiQ38di0k25r-lHq85J1VYUU0BGpq63CFRUVIw-Oao8K8oENGwN5o5p2roHNEsT0HrEYIPZHyq3wxZ1LCehs5hW7vLCM5cvW2w3qUWMxrZjjor6_shOr40b8KKPPhR07t_hASRc-epuk4BRjAjZpvB5dgTiyjw/s385/Prisoner_of_War_(2025_film)_poster.jpg,120,,"[""War""]",en,"[""HD""]","[""FEDHA"",""CHUMA"",""DHAHABU"",""MALKIA"",""ALMASI""]",2024-01-01 00:00:00+00,,206,true,false,,0,[],	Louis Mandylor,[],false,,30,[],
30f9d2e6-78a2-4f0f-af08-7079197eac1a,Fight another Day,,https://iframe.mediadelivery.net/play/155292/27aa5bb0-546b-4c79-a78e-46acefa212d6,,,https://swahiliplay.com/wp-content/uploads/2025/08/MV5BZTQ3NGM3MTgtZGNiZi00YzZmLWI5YzktOGVmMTE0YjQyMDg4XkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.847+00,2026-06-26 01:16:43.847+00,0,true,,,,,,,,,,,
30ffde88-acc6-49df-bd2b-7687ea87a0f6,Smile 2,,https://iframe.mediadelivery.net/play/155292/47c9e8fe-5fcb-47c9-95d5-afa1ba051185,,,https://swahiliplay.com/wp-content/uploads/2024/08/images-2024-08-18T190339.880-300x169.jpeg,,,,,,,2026-06-26 01:16:43.847+00,2026-06-26 01:16:43.847+00,1,true,,,,,,,,,,,
322343ac-73a5-4099-a210-5716ef55af94,Yadang The Snitch,,https://iframe.mediadelivery.net/play/155292/a94e1349-7bf9-4ba8-bf61-9386d1639829,,,https://swahiliplay.com/wp-content/uploads/2025/02/MV5BZGIyYTI5N2QtZmQ5ZC00NDE4LThhYWMtNGE5NjI1OGU2M2NjXkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.83+00,2026-06-26 01:16:43.83+00,0,true,,,,,,,,,,,
336aff1e-95ac-4f1f-a19a-126d5946227d,Into the deep,,https://iframe.mediadelivery.net/play/155292/a8d768ce-a39c-4676-94f4-ad3b2016f69b,,,https://swahiliplay.com/wp-content/uploads/2025/01/MV5BNzk2YzczOWYtMWQwYS00MzM3LWIxN2MtYjc4NzU3NTE5ZjU3XkEyXkFqcGc@._V1_-300x169.jpg,,,,,,,2026-06-26 01:16:43.848+00,2026-06-26 01:16:43.848+00,6,true,,,,,,,,,,,
33de53cf-b0e8-45de-bce4-b1881600b89c,The Amateur,,https://iframe.mediadelivery.net/play/155292/99a53df0-d3d8-47da-ab45-ead8cf135b0a,,,https://swahiliplay.com/wp-content/uploads/2024/09/images-2024-09-29T090208.207-300x169.jpeg,,,,,,,2026-06-26 01:16:43.838+00,2026-06-26 01:16:43.838+00,1,true,,,,,,,,,,,
34757ae3-6a89-407b-8ee8-501d7cc0bcbf,Angels Fallen: Warriors of Peace,,"https://iframe.mediadelivery.net/play/155292/3c88b329-3c81-4fe1-b6dc-51adf21cec95,https://iframe.mediadelivery.net/play/155292/71de36d9-5b12-4386-b6bf-5cb4f874a03b",,,https://swahiliplay.com/wp-content/uploads/2024/07/images-14-191x169.jpg,,,,,,,2026-06-26 01:16:43.85+00,2026-06-26 01:16:43.85+00,2,true,,,,,,,,,,,
